index,season,matchday,qnum,question,answer,category,A_correct,B_correct,C_correct,D_correct,E_correct,R_correct,Champ_correct,tot_correct,defense,forfeit,mcw,mcw_pct,date
79-17-3,79,17,3,"On October 29, a Boeing 737 MAX 8 aircraft en route to Pangkal Pinang, Indonesia, crashed thirteen minutes after takeoff from Jakarta's Soekarno-Hatta International Airport, killing all 189 passengers and crew on board in what is to-date the deadliest commercial aviation incident of 2018. The flight was operated by what Indonesian airline?",LION AIR,CURR EVENTS,51,40,32,26,18,26,,30,1.7,2.7,,,11-Dec-18
79-17-4,79,17,4,"Bruce Almighty, Cinema Paradiso, Gremlins, Home Alone, Look Who's Talking, and National Lampoon's Christmas Vacation are all films that include within them a clip (though not necessarily the same clip) from what other film?",IT'S A WONDERFUL LIFE,FILM,73,66,63,55,43,50,,57,1.7,2.7,,,11-Dec-18
79-17-5,79,17,5,"What specific word has been extracted from this sentence, whose earliest documented appearance is in a February 1885 edition of The Boston Journal: ""A quick brown fox [BLANK] over the lazy dog.""",JUMPS,LANGUAGE,70,64,60,55,47,50,,56,0.8,2.7,JUMPED,37,11-Dec-18
79-17-6,79,17,6,"Which of the six states of Australia is the smallest in area, and approximately one-fourth the size of the second-smallest?",TASMANIA,GEOGRAPHY,71,60,53,46,33,43,,49,2,2.7,NEW SOUTH WALES,12,11-Dec-18
79-18-1,79,18,1,"A 43-foot tall topiary sculpted by American artist Jeff Koons in 1992, as well as a series of five large and colorful balloon sculptures by the same artist (one of which sold for $58.4 million in 2013), are all of what type of animal?",PUPPY/DOG,ART,73,61,53,46,37,49,,51,1.6,3.2,GIRAFFE,15,12-Dec-18
79-18-2,79,18,2,"In botany, for leaves that are divided into many small leaflets arranged in rows along either side of a common mid-rib (like many ferns), an individual leaflet is known by what term? The term is also used for the external part of an ear in mammals.",PINNA,SCIENCE,27,16,12,9,5,10,,12,1.5,3.2,LOBE,46,12-Dec-18
79-18-3,79,18,3,"Name the trailblazing director and Academy Award nominee who, in 2010, created the independent film distribution and resource collective African-American Film Festival Releasing Movement (known originally as AFFRM and now branded as ARRAY), after her debut full-length feature film I Will Follow was unable to acquire distribution for wide release via traditional means?",AVA DUVERNAY,FILM,63,54,45,35,29,32,,41,1.7,3.2,OPRAH WINFREY,6,12-Dec-18
79-18-4,79,18,4,"What do the novels The Trial, A Confederacy of Dunces, The Mystery of Edwin Drood, The Last Tycoon, The Man with the Golden Gun, A Moveable Feast, and The Pale King have in common, most notably?",PUBLISHED POSTHUMOUSLY,LITERATURE,68,56,43,31,17,29,,37,1.7,3.2,,,12-Dec-18
79-18-5,79,18,5,"What 1994 song has appeared on a Billboard songs chart every year it's been eligible, including 2018, though it is not (yet) one of its artist's 18 number-one singles on the Hot 100 singles chart (the most by any solo artist in history)? Note: Name the song, not the artist.",ALL I WANT FOR CHRISTMAS IS YOU,POP MUSIC,81,75,68,65,55,56,,65,1.1,3.2,,,12-Dec-18
79-18-6,79,18,6,"Ships entering the Strait of Gibraltar from the Atlantic Ocean toward the Mediterranean Sea first pass, on their starboard side, what city, famous for its diversity, espionage activities, tourism, and citrus?",TANGIER,GEOGRAPHY,68,53,43,31,17,32,,38,1.2,3.2,CASABLANCA,31,12-Dec-18
79-19-1,79,19,1,"In beer brewing, what is the term for the sweet, amber liquid—a combination of malt extracted from barley during the mashing process and water—to which hops are added while boiling, and that the yeast will later ferment to produce alcohol?",WORT,FOOD/DRINK,57,48,38,34,24,32,,37,1.5,3.2,MASH,17,13-Dec-18
79-19-2,79,19,2,"Andrea McArdle became, in 1977, the youngest actor ever to be nominated for a Tony Award for her performance as the title character of what musical, in a role she originated on Broadway earlier that year?",ANNIE,THEATRE,96,95,91,89,82,84,,89,1.3,3.2,,,13-Dec-18
79-19-3,79,19,3,"The greatest landslide in a U.S. Presidential election since 1820 (when James Monroe ran virtually unopposed) occurred in the 20th century, when the winning candidate garnered 523 electoral votes (all but eight) and 60.8% of the popular vote. Identify either the Democratic or Republican nominee in this election.","FRANKLIN D. ROOSEVELT, ALF LANDON",AMER HIST,51,39,32,30,27,35,,34,1.1,3.2,RONALD REAGAN,33,13-Dec-18
79-19-4,79,19,4,"What ornamental design pattern, though commonly named after the Scottish town where shawls bearing the design were produced, actually originated in Persia, using a motif known as boteh (""bush"")?",PAISLEY,ART,61,48,39,30,19,33,,36,1.8,3.2,TARTAN,21,13-Dec-18
79-19-5,79,19,5,"The release of Cookie Lyon from prison, after serving seventeen years for drug dealing, is a central event in the January 2015 pilot episode of what television series?",EMPIRE,TELEVISION,71,65,54,47,41,45,,52,1.2,3.2,ORANGE IS THE NEW BLACK,13,13-Dec-18
79-19-6,79,19,6,"The Gunslinger, The Drawing of the Three, The Waste Lands, Wolves of the Calla, and Song of Susannah are among the titles of novels in what series of books, the last volume of which was released in 2004 (and shares its name with the series itself)?",THE DARK TOWER,LITERATURE,68,61,51,44,37,43,,49,1.9,3.2,,,13-Dec-18
79-20-1,79,20,1,"A particular accounting convention, used only in the United States, assumes that a firm uses materials (or sells inventory) in the reverse order they were placed in stock, therefore the inventory that enters its stores most recently is the earliest to leave. What is either the name or the four-letter abbreviation used for this accounting convention?",LAST-IN FIRST-OUT/LIFO,BUS/ECON,74,69,68,66,55,58,,65,1.3,4,FIFO,18,14-Dec-18
79-20-2,79,20,2,"What unit of mass, now obsolete, is the mass that will have an acceleration of one foot per second squared when a force of one pound in weight is exerted upon it? It is equal to approximately 14.6 kg in SI units, and 32.2 lb in US customary units.",SLUG,SCIENCE,23,14,11,7,5,11,,11,1.9,4,STONE,34,14-Dec-18
79-20-3,79,20,3,"The headline ""DEAD UNDER HIS CAB"" appeared in a May 1900 edition of the Memphis, Tennessee newspaper The Commercial Appeal, above a story reporting on an accident on the Illinois Central Railroad in Vaughan, Mississippi. What was the name of the legendary train engineer who died in this accident (heroically, per contemporary reports) and was the only fatality?",CASEY JONES,AMER HIST,80,67,56,44,28,39,,49,1.7,4,JOHN HENRY,14,14-Dec-18
79-20-4,79,20,4,"The body of water known as the Sargasso Sea has no land boundaries, but rather is located entirely within what other body of water?",ATLANTIC OCEAN,GEOGRAPHY,85,73,56,40,23,41,,49,1.4,4,INDIAN OCEAN,9,14-Dec-18
79-20-5,79,20,5,"Architectural examples of what visual art style, which originated in France in the early 20th century and gets its name from an international exposition held in Paris in 1925, include the Empire State Building, Chrysler Building and 30 Rockefeller Center in New York, The Hoover Building and Florin Court in London, the Eastern Columbia Building and Pantages Theatre in Los Angeles, and the Board of Trade and Palmolive Building in Chicago?",ART DECO,ART,94,92,89,80,67,75,,82,1.2,4,,,14-Dec-18
79-20-6,79,20,6,"What influential pop punk band uses as its name the alias of Rod Runtledge, the young ward of billionaire playboy Claude Kane III on The Simpsons?",FALL OUT BOY,POP MUSIC,74,61,49,39,28,38,,45,1.2,4,GREEN DAY,8,14-Dec-18
79-21-1,79,21,1,"Among the many additional characters released by Mattel in their line of dolls that started in 1959 with Barbie are Barbie's first best friend (in 1963), her younger sister (1964), first African American friend (1968), and current ""California Dream"" best friend (1988). Give the first name of any one of these four characters.","MIDGE, SKIPPER, CHRISTIE, TERESA",LIFESTYLE,74,60,53,43,34,41,,49,1.4,3,STACY,13,17-Dec-18
79-21-2,79,21,2,The transformation of Japan into a centralized modern state with a policy of industrial development is largely a result of the overthrow of the Tokugawa Shogunate in 1868 and eventual formal restoration of imperial rule under the emperor known today by what name?,MEIJI,WORLD HIST,70,53,43,29,17,27,,37,1.6,3,HIROHITO,26,17-Dec-18
79-21-3,79,21,3,"Rocka Rolla (1974), British Steel (1980), Screaming for Vengeance (1982), Defenders of the Faith (1984), and Painkiller (1990) are among the classic albums from what heavy metal band, whose latest is 2018's Firepower?",JUDAS PRIEST,POP MUSIC,61,48,36,27,18,30,,34,1.6,3,IRON MAIDEN,10,17-Dec-18
79-21-4,79,21,4,"What is the rough British equivalent of the American ""Main Street,"" such as is used in London in Camden, Marylebone, Sutton, and Kensington? The term is a specific name of streets in these areas, and also is used in general to refer to a primary business/shopping thoroughfare.",HIGH STREET,LANGUAGE,75,65,58,47,31,47,,51,1.3,3,,,17-Dec-18
79-21-5,79,21,5,"On the television series Survivor, immediately before extinguishing the flame on the torch of the newly eliminated castaway, host Jeff Probst normally utters what four-word catchphrase?",THE TRIBE HAS SPOKEN,TELEVISION,77,64,56,50,41,50,,54,0.8,3,YOU'RE OFF THE ISLAND,7,17-Dec-18
79-21-6,79,21,6,"What are the names of the three children in the famous Eugene Field poem, published in 1889, who sail off one night in a wooden shoe to fish for herring?","WYNKEN, BLYNKEN, NOD",LITERATURE,70,53,44,33,19,31,,39,2.1,3,,,17-Dec-18
79-22-1,79,22,1,"Sucrose, known colloquially as common table sugar, is technically a disaccharide sugar, with each of its molecules made up of two simple sugar units. What are the names of these two monosaccharides?","GLUCOSE, FRUCTOSE",SCIENCE,78,69,62,55,44,56,,59,1.4,3.4,GLUCOSE,7,18-Dec-18
79-22-2,79,22,2,"Retired NYC detective Joe Leland travels to Los Angeles to visit his daughter, Stephanie Leland Gennaro, who is attending the holiday party of her employer, the Klaxon Oil Corporation. This is the set up for the Roderick Thorp novel Nothing Lasts Forever, which was later adapted into what film?",DIE HARD,FILM,91,85,81,76,66,71,,77,0.9,3.4,,,18-Dec-18
79-22-3,79,22,3,"The title character, having been forced into an arranged marriage, fatally stabs her new husband on their wedding night, then emerges bloodied from her bedroom and wanders among the wedding guests singing il dolce suono in the famous ""mad scene"" of what Italian opera?",LUCIA DI LAMMERMOOR,CLASS MUSIC,30,17,12,6,3,8,,11,2,3.4,CARMEN,16,18-Dec-18
79-22-4,79,22,4,What is the only South American country that lies completely south of the Tropic of Capricorn?,URUGUAY,GEOGRAPHY,88,77,70,59,43,55,,63,1.2,3.4,ARGENTINA,15,18-Dec-18
79-22-5,79,22,5,"What is the name for the document, legally required and filed with the Securities and Exchange Commission, which outlines a given mutual fund's investing goals and strategy, fees and expenses, and other information relevant to potential investors?",PROSPECTUS,BUS/ECON,76,68,64,57,44,51,,58,1.3,3.4,,,18-Dec-18
79-22-6,79,22,6,"A once-popular dance originated in New Orleans in the early 1900s and was memorialized in song by Ma Rainey and Spike Jones (and on stage by August Wilson). This dance, and a jazz standard by Jelly Roll Morton, are named after a former Detroit neighborhood (controversially razed in the 1950s in the name of ""slum clearance"") itself named for its rich, dark marsh soils? What is that name shared by the dance and the neighborhood?",BLACK BOTTOM,POP MUSIC,49,34,23,13,6,17,,21,2,3.4,CHARLESTON,13,18-Dec-18
79-23-1,79,23,1,"What dynasty, descended from the French counts of Anjou, ruled England from 1154 to 1485? Lancaster and York were two branches of the family, which was ousted by Henry VII of the House of Tudor.",PLANTAGENET,WORLD HIST,84,67,53,35,16,37,,44,1.6,3.7,STUART,6,19-Dec-18
79-23-2,79,23,2,"Bobby Moynihan, Kate Micucci, Kate McKinnon, and Kenan Thompson have voiced (respectively) the characters Hal the Dog, Daisy the Bunny, Squeeks the Mouse, and Ronald the Cat, all friends of Taran Killam's title character, in what children's TV series currently airing on PBS Kids?",NATURE CAT,TELEVISION,26,17,13,9,6,14,,13,1.6,3.7,DANIEL TIGER,13,19-Dec-18
79-23-3,79,23,3,"In November 2018, prior to a series of restrictions disclosed by the U.S. Food and Drug Administration, what company, which has over 70% of domestic e-cigarette market share, announced suspension of retail sales of its flavored e-cigarette pods and an end to promotions on social media?",JUUL LABS,CURR EVENTS,79,74,71,68,62,67,,69,0.8,3.7,,,19-Dec-18
79-23-4,79,23,4,What Dutch American villager and legendary master of repose is quite possibly literature's best known fictional American Revolution-era Loyalist?,RIP VAN WINKLE,LITERATURE,90,83,77,61,37,50,,63,1.1,3.7,,,19-Dec-18
79-23-5,79,23,5,"Jelawat, Prapiroon, Maria, Jongdari, Shanshan, Soulik, Cimaron, Jebi, Mangkhut, Trami, Kong-rey, Yutu, Usagi, and Man-yi are all names of what?",(2018 PACIFIC OCEAN) TYPHOONS,SCIENCE,48,34,25,16,8,23,,23,1.9,3.7,,,19-Dec-18
79-23-6,79,23,6,"What Romanian, the 2018 French Open Champion, is currently ranked number one on the Women's Tennis Association (WTA) Tour, in a spot she has held since October of last year?",SIMONA HALEP,GAMES/SPORT,46,28,22,19,11,23,,23,1.7,3.7,MARIA SHARAPOVA,9,19-Dec-18
79-24-1,79,24,1,"The ""Penny Black,"" ""Treskilling Yellow,"" ""Basel Dove,"" ""St. Louis Bears,"" and the Statue of Liberty replica located at the New York-New York Hotel and Casino in Las Vegas are all items relevant in what avocation?",STAMP COLLECTING/PHILATELY,LIFESTYLE,73,51,37,25,12,30,,34,1.7,3.9,,,20-Dec-18
79-24-2,79,24,2,"At the 2020 Summer Olympics in Tokyo, karate competitions (Kumite and Kata) will be included as medal events for the first time, joining what other two Asian martial arts in the official Olympic program?","JUDO, TAEKWONDO",GAMES/SPORT,86,78,70,62,47,59,,65,1.3,3.9,"JUDO, JIU-JITSU",6,20-Dec-18
79-24-3,79,24,3,Darién National Park is a UNESCO world heritage site that sits on the border of what two countries?,"PANAMA, COLOMBIA",GEOGRAPHY,49,29,21,11,6,16,,19,1.8,3.9,"FRANCE, SPAIN",13,20-Dec-18
79-24-4,79,24,4,"Pop culture writer Jen Chaney's 2015 book As If! is an oral history celebrating the twentieth anniversary of what movie, told by the film's director, cast, and crew?",CLUELESS,FILM,87,84,78,76,71,69,,77,0.8,3.9,,,20-Dec-18
79-24-5,79,24,5,"What is the full name of the television producer whose production company, QM Productions, had at least one series running on network television from its founding in 1960 until the cancellation of Barnaby Jones in 1980?",QUINN MARTIN,TELEVISION,32,22,15,10,5,10,,14,2,3.9,,,20-Dec-18
79-24-6,79,24,6,Which is the only one of the eight traditional parts of speech in English missing from the following sentence: My little dog and I run quickly to the park.,INTERJECTION,LANGUAGE,75,57,46,32,19,36,,41,1.1,3.9,PREPOSITION,9,20-Dec-18
79-25-1,79,25,1,Name the French Benedictine monk of the 17th and 18th centuries who remains known today by virtue of the essential improvements he introduced to the méthode champenoise style of wine production?,DOM PIERRE PÉRIGNON,FOOD/DRINK,84,70,55,39,21,39,,48,1.1,5.7,,,21-Dec-18
79-25-2,79,25,2,"An invention in the 1740s of a means to store static electricity, which permitted experiments with more powerful charges (and was used shortly thereafter by Benjamin Franklin), was what type of ""jar,"" named for the Dutch city where it was discovered by Pieter van Musschenbroek?",LEYDEN,SCIENCE,69,48,34,19,9,26,,30,1.6,5.7,ROTTERDAM,8,21-Dec-18
79-25-3,79,25,3,"What is the two-word phrase for the genre of art whose masters through history have included Louise Moillon, Jean-Baptiste-Siméon Chardin, Anne Vallayer-Coster, Juan Sánchez Cotán, Vincent van Gogh, and Paul Cézanne—numerous works from the latter of whom include the phrase in their titles?",STILL LIFE,ART,66,53,46,33,21,31,,39,1.5,5.7,POST IMPRESSIONISM,13,21-Dec-18
79-25-4,79,25,4,"Shanghai Express, Destry Rides Again, The Blue Angel, Dishonored, The Scarlet Empress, Blonde Venus, and Witness for the Prosecution are all films which featured what Hollywood star?",MARLENE DIETRICH,FILM,61,43,33,20,11,22,,29,1.4,5.7,JACKIE CHAN,8,21-Dec-18
79-25-5,79,25,5,"There are four poetic feet in classical meter which are disyllabic (i.e., the feet are each made up of two syllables). They are most commonly known as iamb, trochee, pyrrhus, and what fourth?",SPONDEE,LITERATURE,32,19,13,7,4,10,,13,2,5.7,DACTYL,10,21-Dec-18
79-25-6,79,25,6,"What was the name used for the enormous traveling caravan combining a circus, menagerie, and collection of freaks presented by P. T. Barnum beginning in 1871? The term was borrowed and altered slightly to describe the NFL's St. Louis Rams teams of the late 1990s and early 2000s.",THE GREATEST SHOW ON EARTH,LIFESTYLE,87,75,69,62,50,59,,65,0.8,5.7,,,21-Dec-18
80-1-1,80,1,1,"Harry Bailly, the host of the Tabard Inn in the English town of Southwark, serves as a sort of master of ceremonies for a contest that frames what work of literature?",THE CANTERBURY TALES,LITERATURE,84,68,57,45,29,41,,50,1.7,3.3,AROUND THE WORLD IN 80 DAYS,6,20-Feb-19
80-1-2,80,1,2,"What is the name of the infection, shared with its namesake virus, that was first identified as a disease distinct from other disorders such as scarlet fever in 1814 by George de Maton, a German physician?",RUBELLA,SCIENCE,62,47,38,26,17,22,,33,1.5,3.3,MEASLES,15,20-Feb-19
80-1-3,80,1,3,"In what European country is the name of its capital and largest city also its sixth-most popular name for baby girls (per 2017 data)? The name and its cognates are also very popular elsewhere, including Russia, Germany, Italy, and the United States. Note: Name the country.",BULGARIA,GEOGRAPHY,82,73,66,51,32,42,,55,1.1,3.3,FRANCE,17,20-Feb-19
80-1-4,80,1,4,Dozens if not hundreds of squealing British youths are among the cast (though they were probably not acting) in what lively 1964 musical comedy directed by Richard Lester?,A HARD DAY'S NIGHT,FILM,79,69,59,48,34,41,,52,1.2,3.3,HELP!,11,20-Feb-19
80-1-5,80,1,5,"Of the two chief belligerents in the Peloponnesian War, which was primarily a maritime power?",ATHENS,WORLD HIST,83,70,59,47,29,43,,52,1.3,3.3,GREECE,12,20-Feb-19
80-1-6,80,1,6,"Former MLB pitcher Randy Moffitt, who played for the Giants, Astros, and Blue Jays during his 12-year career that began in 1972, is the younger brother of what trailblazing sports legend (full name required)?",BILLIE JEAN KING,GAMES/SPORT,53,39,30,20,11,19,,26,1.9,3.3,JACKIE ROBINSON,10,20-Feb-19
80-2-1,80,2,1,"A small diamond step cut with straight or tapered edges, popular in engagement ring accent stones, shares its name with a boulangerie staple. What is that name?",BAGUETTE,LIFESTYLE,73,63,56,46,34,44,,50,1.2,3.2,CROISSANT,10,21-Feb-19
80-2-2,80,2,2,"American political figures Henry Clay, Daniel Webster, William Henry Harrison, and Zachary Taylor were all members of what political party (the latter two winning the presidency as this party's nominee)?",WHIG,AMER HIST,98,95,92,85,74,75,,85,0.9,3.2,,,21-Feb-19
80-2-3,80,2,3,"Peter Eisenman, Michael Graves, Charles Gwathmey, Jeanne Gang, and John Hejduk are/were all fellows of an American Institute for individuals in what profession?",ARCHITECTURE,ART,58,45,38,29,21,29,,34,2,3.2,,,21-Feb-19
80-2-4,80,2,4,"In the game of Go, what term is used to describe stones that are threatened with imminent capture? While the term is ancient, it entered the English vernacular in the 1970s thanks in large part to electrical engineer and electronics entrepreneur Nolan Bushnell.",ATARI,GAMES/SPORT,65,49,35,22,12,20,,30,1.8,3.2,,,21-Feb-19
80-2-5,80,2,5,Highly concentrated melanin is the primary component of what cephalopodic effluence?,INK,SCIENCE,88,85,80,69,53,62,,71,1,3.2,,,21-Feb-19
80-2-6,80,2,6,"""Dantley and Wilkins are on the scene, and Ralph Sampson is really mean!"" This is a line from a 1984 song by rapper Kurtis Blow. What is the name of that song?",BASKETBALL,POP MUSIC,45,30,20,14,9,14,,20,1.9,3.2,RAPPER'S DELIGHT,11,21-Feb-19
80-3-1,80,3,1,"What country, due to its shape, could accurately be described as having its northern coast on the Gulf of Aden and its southeastern coast on the Indian Ocean?",SOMALIA,GEOGRAPHY,75,62,47,33,18,35,,41,1.3,3.9,OMAN,8,22-Feb-19
80-3-2,80,3,2,"The Dimbleby family of England, in particular brothers David and Jonathan, are most closely associated with what company, headquartered in London's Marylebone district?",BRITISH BROADCASTING CORPORATION (BBC),TELEVISION,38,22,15,9,6,12,,15,1.8,3.9,BURBERRY,6,22-Feb-19
80-3-3,80,3,3,"From the group's founding in 1955 as The Chimes, through its debut Motown release in 1963, and until his departure in 1972, the legendary R&B band The Miracles was led by what vocalist?",SMOKEY ROBINSON,POP MUSIC,86,77,66,54,38,47,,58,1.3,3.9,MARVIN GAYE,7,22-Feb-19
80-3-4,80,3,4,"A classic version of what dessert consists of a sponge cake soaked in liqueur with ice cream on top, all of which is covered in meringue and served immediately after cooking in a hot oven to caramelize the meringue?",BAKED ALASKA,FOOD/DRINK,89,84,78,71,59,67,,73,0.8,3.9,TIRAMISU,6,22-Feb-19
80-3-5,80,3,5,Miu Miu is a fashion brand started by—and still today a subsidiary of—what luxury house? The brand's name is taken from the nickname of the house's head designer (who is also Miu Miu's founder).,PRADA,LIFESTYLE,46,34,28,23,17,27,,27,1.9,3.9,CHANEL,14,22-Feb-19
80-3-6,80,3,6,"What was the name of the battleship whose crew mutinied in 1905 during the Russian Revolution, subsequently bombarding Odessa before retreating to Romania, where the surviving crewmembers were granted asylum?",POTEMKIN,WORLD HIST,88,78,66,47,25,39,,53,1.6,3.9,,,22-Feb-19
80-4-1,80,4,1,"Brenda Mae Tarpley, Norma Deloris Egstrom, Rose Louise Hovick, and 李振藩 are names of three women and a man who are (or were) known by pseudonyms/transliterations that all have what last name?",LEE,LIFESTYLE,72,56,44,35,22,37,,41,1.8,3.8,SMITH,7,25-Feb-19
80-4-2,80,4,2,What independent country is named after the province in the southwestern corner of the Netherlands?,NEW ZEALAND,GEOGRAPHY,68,48,36,23,10,23,,31,1.4,3.8,LUXEMBOURG,15,25-Feb-19
80-4-3,80,4,3,"What television series received numerous Emmy nominations in 1995—including for Outstanding Writing for a Drama Series, Outstanding Directing for a Drama Series, and Outstanding Lead Actress in a Drama Series (Claire Danes)—but was nonetheless cancelled after its single, critically acclaimed season?",MY SO-CALLED LIFE,TELEVISION,82,76,68,58,48,53,,62,1,3.8,,,25-Feb-19
80-4-4,80,4,4,"What name is missing the from the following titles of novels by Patricia Highsmith? ______ Under Ground, ______'s Game, The Boy Who Followed ______, ______ Under Water.",RIPLEY,LITERATURE,58,44,32,21,11,23,,28,1.7,3.8,ENDER,14,25-Feb-19
80-4-5,80,4,5,"A vane, rachis, calamus, and barbules are among the components of what biological epidermal appendages?",FEATHERS,SCIENCE,50,33,24,15,8,17,,22,1.5,3.8,HAIR,11,25-Feb-19
80-4-6,80,4,6,"What phrase, which originally referred to actual prolonged skin irritation, is believed to have first been used in its current and more common form—as a psychological and interpersonal condition—in a 1952 play by George Axelrod (and subsequent 1955 film)?",SEVEN YEAR ITCH,THEATRE,82,69,54,40,23,35,,47,1.3,3.8,,,25-Feb-19
80-5-1,80,5,1,"Of the eight planets of the solar system, name all of the planets that are typically classified as ""ice giants.""","URANUS, NEPTUNE",SCIENCE,84,76,69,61,49,58,,64,1.4,2.5,"SATURN, URANUS, NEPTUNE",9,26-Feb-19
80-5-2,80,5,2,"Billy Wilder had it in the Afternoon, Andrzej Wajda had it in Germany, François Truffaut had it on the Run, and Franco Zeffirelli's was Endless. What is ""it""?",LOVE,FILM,91,82,77,68,57,64,,71,1.3,2.5,SUMMER,6,26-Feb-19
80-5-3,80,5,3,"The title of a comic strip by Arthur R. ""Pop"" Momand, which debuted in the New York Globe in 1913, is the source for what idiomatic phrase, roughly defined as maintaining one's social level in relation to proximate lifestyles? Momand's inspiration for the strip was his own rivalry with his neighbors.",KEEPING UP WITH THE JONESES,LANGUAGE,97,95,93,90,82,84,,90,0.9,2.5,,,26-Feb-19
80-5-4,80,5,4,"The Yalu River, also known locally as the Amnok, provides a border between what two sovereign states?","CHINA, NORTH KOREA",GEOGRAPHY,64,46,33,22,10,22,,29,2.1,2.5,"CHINA, MONGOLIA",6,26-Feb-19
80-5-5,80,5,5,"Name the man who ascended to the presidency of Egypt following the assassination of Anwar Sadat in 1981, and served in that position until his resignation during the Egyptian revolution of 2011.",HOSNI MUBARAK,WORLD HIST,90,84,74,62,41,57,,65,1.3,2.5,,,26-Feb-19
80-5-6,80,5,6,"While most of his famous and enduring characters have occupations relating to seafaring, Herman Melville's Bartleby held what other specific, titular profession?",SCRIVENER,LITERATURE,88,76,67,49,31,42,,55,1.8,2.5,,,26-Feb-19
80-6-1,80,6,1,"The formal name of the club known colloquially as the All England Club, located in the Wimbledon district in London, references two lawn sports, with one being tennis. What is the other—a game for which the club was founded in 1868 (though tournaments are no longer hosted there)?",CROQUET,GAMES/SPORT,72,61,52,45,39,42,,50,1.4,2.8,CRICKET,17,27-Feb-19
80-6-2,80,6,2,"BNSF Railway, created via a 1996 merger, is the largest freight railroad network in North America. What do any of the letters in BNSF stand for?",BURLINGTON NORTHERN SANTA FE,BUS/ECON,72,59,51,40,29,39,,46,1.7,2.8,FREIGHT,7,27-Feb-19
80-6-3,80,6,3,"What term in mathematics most commonly represents the set of all values that a given function's independent variable (e.g. ""x"" in y=2x) can have?",DOMAIN,MATH,46,36,30,26,20,22,,29,1.6,2.8,RANGE,19,27-Feb-19
80-6-4,80,6,4,"What adjective, a relative neologism found almost exclusively in scientific contexts, is most commonly used to describe, as a formal term, DNA molecules produced by merging genetic material from two or more different sources via genetic engineering? The word is represented by the first letter in the typical four-letter designation for this type of DNA molecule.",RECOMBINANT,SCIENCE,43,32,24,17,10,18,,22,2,2.8,,,27-Feb-19
80-6-5,80,6,5,"Name the country that completes this quote, declared by Juan Guaido on January 23, 2019: ""Juro asumir formalmente las competencias del Ejecutivo nacional como el presidente encargado de ________.""",VENEZUELA,CURR EVENTS,97,94,92,89,82,81,,88,0.8,2.8,,,27-Feb-19
80-6-6,80,6,6,"Five lines, usually made of amphibrachs and anapests, with two feet in each of the third and fourth lines and three feet in the others, with a strict rhyming scheme of aabba, is a verse form known by a name that is shared with what city?",LIMERICK,LITERATURE,92,86,81,73,55,65,,73,1.2,2.8,,,27-Feb-19
80-7-1,80,7,1,"What is the name of the drink that consists of espresso with a very small amount of milk (the coffee is literally ""spotted"" or ""stained"" in Italian)? The Starbucks version of the drink is essentially the reverse of this -- a latte where espresso is slowly poured over steamed milk (and very often topped with caramel sauce).",MACCHIATO,FOOD/DRINK,91,85,81,78,73,77,,80,0.5,3,CAPPUCCINO,8,28-Feb-19
80-7-2,80,7,2,"In the ubiquitous TCP/IP computer network protocol abbreviation SMTP, what does the ""M"" stand for?",MAIL,SCIENCE,71,57,44,38,28,33,,42,1.4,3,MESSAGE,8,28-Feb-19
80-7-3,80,7,3,"The collection of poems from 1912 titled Gitanjali (Song Offerings), based on medieval lyrics of devotion, led directly to its author's Nobel Prize in Literature the following year. Name this Bengali poet, who was the first non-European to win that award.",RABINDRANATH TAGORE,LITERATURE,35,19,14,8,4,9,,13,2.3,3,RUMI,7,28-Feb-19
80-7-4,80,7,4,"Howard K. Smith, George Herman, Lesley Stahl, Bob Schieffer, John Dickerson, and Margaret Brennan are among the journalists who have moderated what weekly news and public affairs program that debuted on November 7, 1954?",FACE THE NATION,TELEVISION,53,40,34,23,15,23,,29,1,3,60 MINUTES,35,28-Feb-19
80-7-5,80,7,5,"Rachel Whiteread, Sarah Lucas, Cornelia Parker, Christine Borland, Gillian Wearing, and Michael Landy are among a loosely affiliated group of individuals who have been referred to collectively by what term, based on their relative age, nationality, and shared vocation?",YOUNG BRITISH ARTISTS,ART,37,21,14,8,4,11,,14,2.1,3,,,28-Feb-19
80-7-6,80,7,6,"While it had characters named L.A. Joan (Shelley Duvall) and Albuquerque (Barbara Harris), the 1975 Robert Altman film in which they appeared was actually set in (and named after) what other city?",NASHVILLE,FILM,73,59,46,30,18,33,,39,1.4,3,LAS VEGAS,9,28-Feb-19
80-8-1,80,8,1,"Alan Shore, Bobby Donnell, Denny Crane, and Ally McBeal are all fictional attorneys who practiced in what city?",BOSTON,TELEVISION,93,85,76,68,55,63,,71,1,2.9,CHICAGO,10,4-Mar-19
80-8-2,80,8,2,"""Name the killer in Halloween,"" ""Name the killer in Friday the 13th,"" and ""What door am I at?"" These are all statements/questions posed to a character named Casey Becker during the intense, ten-minute prologue of what 1996 film?",SCREAM,FILM,89,84,77,72,64,68,,74,1,2.9,,,4-Mar-19
80-8-3,80,8,3,"What is the most common term in finance for the market, also known as ""cash market"" or ""physical market,"" where goods, securities, or currencies are available for immediate delivery? It is distinguished from ""forward"" or ""futures"" markets, where delivery is due at an agreed-upon future date.",SPOT MARKET,BUS/ECON,37,28,19,16,10,16,,19,1.5,2.9,COMMODITIES,23,4-Mar-19
